year_radica,count_a,count_de,tipo_predio_zona,categoria_ruralidad_2024,valor
2023,2,1,URBANO,Ciudades y aglomeraciones,25000000
2022,1,1,URBANO,Ciudades y aglomeraciones,22500000
2022,1,4,URBANO,Ciudades y aglomeraciones,30000000
2023,1,1,URBANO,Ciudades y aglomeraciones,75000000
2023,1,2,URBANO,Ciudades y aglomeraciones,70000000
2021,1,1,URBANO,Ciudades y aglomeraciones,15000000
2021,1,1,URBANO,Ciudades y aglomeraciones,32000000
2023,1,1,URBANO,Ciudades y aglomeraciones,19200000
2021,1,2,URBANO,Ciudades y aglomeraciones,290000000
2023,1,1,URBANO,Ciudades y aglomeraciones,39000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2021,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2023,2,2,URBANO,Ciudades y aglomeraciones,380000000
2022,2,1,URBANO,Ciudades y aglomeraciones,300000000
2021,1,1,URBANO,Ciudades y aglomeraciones,280000000
2022,2,1,URBANO,Ciudades y aglomeraciones,300000000
2023,2,2,URBANO,Ciudades y aglomeraciones,20000000
2023,1,1,URBANO,Ciudades y aglomeraciones,2670000.0
2021,1,1,URBANO,Ciudades y aglomeraciones,280000000
2022,2,1,URBANO,Ciudades y aglomeraciones,300000000
2023,2,2,URBANO,Ciudades y aglomeraciones,50000000
2021,1,1,URBANO,Ciudades y aglomeraciones,280000000
2023,1,1,URBANO,Ciudades y aglomeraciones,85000000
2021,1,1,URBANO,Ciudades y aglomeraciones,85000000
2022,1,1,URBANO,Ciudades y aglomeraciones,20000000
2022,1,1,URBANO,Ciudades y aglomeraciones,70000000
2022,2,6,URBANO,Ciudades y aglomeraciones,420000000
2023,2,1,URBANO,Ciudades y aglomeraciones,330000000
2021,2,2,URBANO,Ciudades y aglomeraciones,550000000
2021,1,1,URBANO,Ciudades y aglomeraciones,453800000
2023,1,4,URBANO,Ciudades y aglomeraciones,700000000
2021,1,1,URBANO,Ciudades y aglomeraciones,350000000
2022,1,1,URBANO,Ciudades y aglomeraciones,350000000
2021,2,2,URBANO,Ciudades y aglomeraciones,550000000
2022,1,1,URBANO,Ciudades y aglomeraciones,350000000
2021,1,1,URBANO,Ciudades y aglomeraciones,453800000
2021,1,1,URBANO,Ciudades y aglomeraciones,350000000
2022,2,6,URBANO,Ciudades y aglomeraciones,420000000
2023,2,1,URBANO,Ciudades y aglomeraciones,330000000
2023,1,4,URBANO,Ciudades y aglomeraciones,700000000
2022,1,3,URBANO,Ciudades y aglomeraciones,450000000
2021,1,1,URBANO,Ciudades y aglomeraciones,398475008
2023,1,3,URBANO,Ciudades y aglomeraciones,650000000
2023,1,3,URBANO,Ciudades y aglomeraciones,650000000
2022,1,1,URBANO,Ciudades y aglomeraciones,580000000
2022,1,1,URBANO,Ciudades y aglomeraciones,580000000
2021,1,1,URBANO,Ciudades y aglomeraciones,613500030
2021,1,1,URBANO,Ciudades y aglomeraciones,613500030
2022,1,1,URBANO,Ciudades y aglomeraciones,600000000
2022,1,1,URBANO,Ciudades y aglomeraciones,466284000
2022,1,1,URBANO,Ciudades y aglomeraciones,466284000
2022,1,1,URBANO,Ciudades y aglomeraciones,466284000
2022,1,2,URBANO,Ciudades y aglomeraciones,640000000
2022,1,2,URBANO,Ciudades y aglomeraciones,640000000
2022,1,1,URBANO,Ciudades y aglomeraciones,580000000
2021,1,2,URBANO,Ciudades y aglomeraciones,35000000
2021,2,1,URBANO,Ciudades y aglomeraciones,780000000
2021,2,1,URBANO,Ciudades y aglomeraciones,780000000
2022,1,3,URBANO,Ciudades y aglomeraciones,450000000
2021,2,1,URBANO,Ciudades y aglomeraciones,780000000
2023,1,3,URBANO,Ciudades y aglomeraciones,650000000
2022,1,1,URBANO,Ciudades y aglomeraciones,580000000
2021,1,1,URBANO,Ciudades y aglomeraciones,398475008
2022,1,1,URBANO,Ciudades y aglomeraciones,200000000
2022,1,1,URBANO,Ciudades y aglomeraciones,200000000
2022,1,1,URBANO,Ciudades y aglomeraciones,22000000
2023,1,1,URBANO,Ciudades y aglomeraciones,60000000
2023,2,1,URBANO,Ciudades y aglomeraciones,270000000
2023,1,1,URBANO,Ciudades y aglomeraciones,160000000
2022,1,1,URBANO,Ciudades y aglomeraciones,100000000
2021,1,1,URBANO,Ciudades y aglomeraciones,212000000
2022,1,1,URBANO,Ciudades y aglomeraciones,120000000
2023,2,2,URBANO,Ciudades y aglomeraciones,180000000
2022,1,2,URBANO,Ciudades y aglomeraciones,150000000
2022,1,1,URBANO,Ciudades y aglomeraciones,100000000
2022,2,1,URBANO,Ciudades y aglomeraciones,190000000
2023,1,1,URBANO,Ciudades y aglomeraciones,170000000
2022,1,1,URBANO,Ciudades y aglomeraciones,98000000
2022,1,1,URBANO,Ciudades y aglomeraciones,202500000
2021,2,2,URBANO,Ciudades y aglomeraciones,210000000
2023,1,1,URBANO,Ciudades y aglomeraciones,172200000
2022,2,1,URBANO,Ciudades y aglomeraciones,180000000
2021,1,1,URBANO,Ciudades y aglomeraciones,100000000
2022,0,2,URBANO,Ciudades y aglomeraciones,223000000
2023,1,1,URBANO,Ciudades y aglomeraciones,200000000
2023,2,1,URBANO,Ciudades y aglomeraciones,160000000
2021,1,2,URBANO,Ciudades y aglomeraciones,100000000
2022,1,1,URBANO,Ciudades y aglomeraciones,100000000
2023,1,2,URBANO,Ciudades y aglomeraciones,257000000
2023,1,1,URBANO,Ciudades y aglomeraciones,200000000
2023,4,2,URBANO,Ciudades y aglomeraciones,380000000
2023,4,4,URBANO,Ciudades y aglomeraciones,225000000
2022,1,2,URBANO,Ciudades y aglomeraciones,150000000
2023,1,1,URBANO,Ciudades y aglomeraciones,240000000
2021,1,2,URBANO,Ciudades y aglomeraciones,185000000
2022,1,3,URBANO,Ciudades y aglomeraciones,220000000
2021,1,1,URBANO,Ciudades y aglomeraciones,165000000
2022,1,1,URBANO,Ciudades y aglomeraciones,200000000
2023,1,1,URBANO,Ciudades y aglomeraciones,156000000
2021,2,1,URBANO,Ciudades y aglomeraciones,215000000
2022,1,2,URBANO,Ciudades y aglomeraciones,227500000
2021,2,1,URBANO,Ciudades y aglomeraciones,100000000
2022,1,1,URBANO,Ciudades y aglomeraciones,102000000
2023,1,1,URBANO,Ciudades y aglomeraciones,235000000
2022,1,1,URBANO,Ciudades y aglomeraciones,167000000
2023,1,2,URBANO,Ciudades y aglomeraciones,230000000
2021,1,1,URBANO,Ciudades y aglomeraciones,213000000
2021,2,2,URBANO,Ciudades y aglomeraciones,201240000
2021,1,1,URBANO,Ciudades y aglomeraciones,150000000
2017,1,1,RURAL,Intermedio,9000000.0
2022,1,2,URBANO,Ciudades y aglomeraciones,130000000
2021,1,1,URBANO,Ciudades y aglomeraciones,205000000
2022,1,1,URBANO,Ciudades y aglomeraciones,195000000
2022,1,2,URBANO,Ciudades y aglomeraciones,215000000
2022,1,1,URBANO,Ciudades y aglomeraciones,238000000
2023,1,2,URBANO,Ciudades y aglomeraciones,143452000
2021,1,4,URBANO,Ciudades y aglomeraciones,365000000
2023,1,1,URBANO,Ciudades y aglomeraciones,280000000
2023,3,2,URBANO,Ciudades y aglomeraciones,250000000
2021,2,1,URBANO,Ciudades y aglomeraciones,345000000
2021,1,1,URBANO,Ciudades y aglomeraciones,327465984
2023,3,2,URBANO,Ciudades y aglomeraciones,250000000
2021,2,1,URBANO,Ciudades y aglomeraciones,345000000
2021,1,4,URBANO,Ciudades y aglomeraciones,365000000
2023,1,1,URBANO,Ciudades y aglomeraciones,280000000
2021,1,1,URBANO,Ciudades y aglomeraciones,327465984
2021,1,2,URBANO,Ciudades y aglomeraciones,250000000
2021,1,1,URBANO,Ciudades y aglomeraciones,290000000
2022,2,1,URBANO,Ciudades y aglomeraciones,423500000
2021,1,2,URBANO,Ciudades y aglomeraciones,360000000
2023,1,1,URBANO,Ciudades y aglomeraciones,310000000
2023,1,1,URBANO,Ciudades y aglomeraciones,310000000
2023,1,1,URBANO,Ciudades y aglomeraciones,28000000
2023,1,4,URBANO,Ciudades y aglomeraciones,380000000
2022,1,1,URBANO,Ciudades y aglomeraciones,150000000
2021,2,1,URBANO,Ciudades y aglomeraciones,22000000
2023,1,2,URBANO,Ciudades y aglomeraciones,99000000
2023,1,1,URBANO,Ciudades y aglomeraciones,158000000
2021,1,1,URBANO,Ciudades y aglomeraciones,80000000
2023,1,1,URBANO,Ciudades y aglomeraciones,100000000
2022,1,1,URBANO,Ciudades y aglomeraciones,165000000
2023,1,1,URBANO,Ciudades y aglomeraciones,4000000.0
2021,1,1,URBANO,Ciudades y aglomeraciones,155000000
2023,1,1,URBANO,Ciudades y aglomeraciones,48000000
2023,1,1,URBANO,Ciudades y aglomeraciones,60000000
2023,2,1,URBANO,Ciudades y aglomeraciones,93500000
2022,1,2,URBANO,Ciudades y aglomeraciones,300000000
2022,2,1,URBANO,Ciudades y aglomeraciones,770000000
2022,1,1,URBANO,Ciudades y aglomeraciones,690000000
2023,2,2,URBANO,Ciudades y aglomeraciones,1630000000
2023,2,2,URBANO,Ciudades y aglomeraciones,1400000000
2022,2,1,URBANO,Ciudades y aglomeraciones,1424999940
2022,1,1,URBANO,Ciudades y aglomeraciones,1050000000
2022,2,1,URBANO,Ciudades y aglomeraciones,890000000
2022,2,1,URBANO,Ciudades y aglomeraciones,1650000000
2023,2,2,URBANO,Ciudades y aglomeraciones,1630000000
2023,2,2,URBANO,Ciudades y aglomeraciones,1630000000
2022,2,1,URBANO,Ciudades y aglomeraciones,1424999940
2022,2,1,URBANO,Ciudades y aglomeraciones,1424999940
2022,1,1,URBANO,Ciudades y aglomeraciones,1050000000
2022,1,1,URBANO,Ciudades y aglomeraciones,1050000000
2022,1,1,URBANO,Ciudades y aglomeraciones,690000000
2022,1,1,URBANO,Ciudades y aglomeraciones,690000000
2023,2,2,URBANO,Ciudades y aglomeraciones,1400000000
2023,2,2,URBANO,Ciudades y aglomeraciones,1400000000
2022,2,1,URBANO,Ciudades y aglomeraciones,1650000000
2022,2,1,URBANO,Ciudades y aglomeraciones,890000000
2022,2,1,URBANO,Ciudades y aglomeraciones,890000000
2023,2,1,URBANO,Ciudades y aglomeraciones,30000000
2022,2,1,URBANO,Ciudades y aglomeraciones,770000000
2022,2,1,URBANO,Ciudades y aglomeraciones,770000000
2022,2,1,URBANO,Ciudades y aglomeraciones,770000000
2022,2,1,URBANO,Ciudades y aglomeraciones,1650000000
2022,2,1,URBANO,Ciudades y aglomeraciones,890000000
2021,1,1,URBANO,Ciudades y aglomeraciones,136131008
2023,1,1,URBANO,Ciudades y aglomeraciones,24533000
2023,1,1,URBANO,Ciudades y aglomeraciones,200000000
2021,1,1,URBANO,Ciudades y aglomeraciones,180000000
2021,2,1,URBANO,Ciudades y aglomeraciones,180000000
2023,1,1,URBANO,Ciudades y aglomeraciones,190000000
2021,1,2,URBANO,Ciudades y aglomeraciones,80000000
2023,1,1,URBANO,Ciudades y aglomeraciones,110000000
2021,1,1,URBANO,Ciudades y aglomeraciones,80398496
2021,1,2,URBANO,Ciudades y aglomeraciones,80000000
2023,1,1,URBANO,Ciudades y aglomeraciones,110000000
2021,1,2,URBANO,Ciudades y aglomeraciones,80000000
2023,1,1,URBANO,Ciudades y aglomeraciones,110000000
2023,1,1,URBANO,Ciudades y aglomeraciones,190000000
2021,1,1,URBANO,Ciudades y aglomeraciones,80398496
2023,1,2,URBANO,Ciudades y aglomeraciones,55000000
2022,2,1,URBANO,Ciudades y aglomeraciones,800000000
2022,1,1,URBANO,Ciudades y aglomeraciones,651699010
2022,2,1,URBANO,Ciudades y aglomeraciones,846000000
2023,4,2,URBANO,Ciudades y aglomeraciones,700000000
2023,4,2,URBANO,Ciudades y aglomeraciones,700000000
2023,4,2,URBANO,Ciudades y aglomeraciones,700000000
2023,1,1,URBANO,Ciudades y aglomeraciones,1388151040
2023,2,1,URBANO,Ciudades y aglomeraciones,1388651010
2023,1,1,URBANO,Ciudades y aglomeraciones,1388151040
2023,2,1,URBANO,Ciudades y aglomeraciones,1388651010
2021,2,1,URBANO,Ciudades y aglomeraciones,40000000
2022,1,2,URBANO,Ciudades y aglomeraciones,1400000000
2022,1,2,URBANO,Ciudades y aglomeraciones,1400000000
2022,2,1,URBANO,Ciudades y aglomeraciones,846000000
2022,2,1,URBANO,Ciudades y aglomeraciones,846000000
2022,2,1,URBANO,Ciudades y aglomeraciones,846000000
2021,2,1,URBANO,Ciudades y aglomeraciones,720000000
2022,1,1,URBANO,Ciudades y aglomeraciones,651699010
2022,2,1,URBANO,Ciudades y aglomeraciones,800000000
2022,2,1,URBANO,Ciudades y aglomeraciones,800000000
2022,2,1,URBANO,Ciudades y aglomeraciones,800000000
2021,2,1,URBANO,Ciudades y aglomeraciones,720000000
2021,1,2,URBANO,Ciudades y aglomeraciones,1270000000
2021,1,2,URBANO,Ciudades y aglomeraciones,1270000000
2021,1,2,URBANO,Ciudades y aglomeraciones,1270000000
2022,1,1,URBANO,Ciudades y aglomeraciones,1420000000
2022,1,1,URBANO,Ciudades y aglomeraciones,1420000000
2022,1,1,URBANO,Ciudades y aglomeraciones,1420000000
2022,1,1,URBANO,Ciudades y aglomeraciones,938000000
2022,1,1,URBANO,Ciudades y aglomeraciones,938000000
2022,1,1,URBANO,Ciudades y aglomeraciones,938000000
2022,1,1,URBANO,Ciudades y aglomeraciones,938000000
2022,2,2,URBANO,Ciudades y aglomeraciones,1070000000
2022,2,2,URBANO,Ciudades y aglomeraciones,1070000000
2022,1,2,URBANO,Ciudades y aglomeraciones,850000000
2022,1,2,URBANO,Ciudades y aglomeraciones,850000000
2022,1,2,URBANO,Ciudades y aglomeraciones,850000000
2022,2,2,URBANO,Ciudades y aglomeraciones,1070000000
2021,1,2,URBANO,Ciudades y aglomeraciones,1270000000
2022,2,2,URBANO,Ciudades y aglomeraciones,1070000000
2022,1,2,URBANO,Ciudades y aglomeraciones,850000000
2022,1,2,URBANO,Ciudades y aglomeraciones,850000000
2022,2,2,URBANO,Ciudades y aglomeraciones,1070000000
2022,1,1,URBANO,Ciudades y aglomeraciones,1420000000
2021,1,2,URBANO,Ciudades y aglomeraciones,1270000000
2022,1,1,URBANO,Ciudades y aglomeraciones,938000000
2022,1,2,URBANO,Ciudades y aglomeraciones,850000000
2022,1,1,URBANO,Ciudades y aglomeraciones,400000000
2023,2,2,URBANO,Ciudades y aglomeraciones,628000000
2021,1,1,URBANO,Ciudades y aglomeraciones,62000000
2021,1,1,URBANO,Ciudades y aglomeraciones,25000000
2021,1,1,URBANO,Ciudades y aglomeraciones,875000000
2022,1,1,URBANO,Ciudades y aglomeraciones,700000000
2023,1,2,URBANO,Ciudades y aglomeraciones,700000000
2021,2,2,URBANO,Ciudades y aglomeraciones,671000000
2022,2,2,URBANO,Ciudades y aglomeraciones,815000000
2022,1,1,URBANO,Ciudades y aglomeraciones,730000000
2021,1,1,URBANO,Ciudades y aglomeraciones,915000000
2021,2,1,URBANO,Ciudades y aglomeraciones,700000000
2022,2,1,URBANO,Ciudades y aglomeraciones,850000000
2020,1,1,RURAL,Intermedio,323000000
2022,1,1,URBANO,Ciudades y aglomeraciones,530000000
2021,1,2,URBANO,Ciudades y aglomeraciones,980000000
2021,2,1,URBANO,Ciudades y aglomeraciones,700000000
2021,2,1,URBANO,Ciudades y aglomeraciones,700000000
2022,2,1,URBANO,Ciudades y aglomeraciones,850000000
2021,1,2,URBANO,Ciudades y aglomeraciones,510000000
2022,2,1,URBANO,Ciudades y aglomeraciones,850000000
2021,2,2,URBANO,Ciudades y aglomeraciones,671000000
2021,2,2,URBANO,Ciudades y aglomeraciones,671000000
2023,1,2,URBANO,Ciudades y aglomeraciones,700000000
2023,1,2,URBANO,Ciudades y aglomeraciones,700000000
2021,1,1,URBANO,Ciudades y aglomeraciones,915000000
2021,1,1,URBANO,Ciudades y aglomeraciones,915000000
2021,1,2,URBANO,Ciudades y aglomeraciones,980000000
2021,1,2,URBANO,Ciudades y aglomeraciones,980000000
2022,1,1,URBANO,Ciudades y aglomeraciones,530000000
2022,1,1,URBANO,Ciudades y aglomeraciones,530000000
2022,1,1,URBANO,Ciudades y aglomeraciones,700000000
2022,1,1,URBANO,Ciudades y aglomeraciones,700000000
2021,1,1,URBANO,Ciudades y aglomeraciones,875000000
2021,1,1,URBANO,Ciudades y aglomeraciones,875000000
2022,1,1,URBANO,Ciudades y aglomeraciones,730000000
2022,1,1,URBANO,Ciudades y aglomeraciones,730000000
2022,2,2,URBANO,Ciudades y aglomeraciones,815000000
2022,2,2,URBANO,Ciudades y aglomeraciones,815000000
2022,1,2,URBANO,Ciudades y aglomeraciones,28000000
2023,1,1,URBANO,Ciudades y aglomeraciones,29400000
2022,1,2,URBANO,Ciudades y aglomeraciones,170000000
2021,1,2,URBANO,Ciudades y aglomeraciones,510000000
2023,2,2,URBANO,Ciudades y aglomeraciones,181400000
2023,2,2,URBANO,Ciudades y aglomeraciones,181400000
2022,1,1,URBANO,Ciudades y aglomeraciones,400000000
2023,2,2,URBANO,Ciudades y aglomeraciones,628000000
2021,1,2,URBANO,Ciudades y aglomeraciones,510000000
2023,2,1,URBANO,Ciudades y aglomeraciones,1700000000
2022,1,1,URBANO,Ciudades y aglomeraciones,630000000
2022,1,1,URBANO,Ciudades y aglomeraciones,630000000
2022,2,2,URBANO,Ciudades y aglomeraciones,780000000
2022,2,2,URBANO,Ciudades y aglomeraciones,780000000
2022,2,2,URBANO,Ciudades y aglomeraciones,780000000
2022,2,2,URBANO,Ciudades y aglomeraciones,950000000
2022,1,1,URBANO,Ciudades y aglomeraciones,400000000
2023,2,2,URBANO,Ciudades y aglomeraciones,628000000
2023,1,2,URBANO,Ciudades y aglomeraciones,650000000
2023,1,2,URBANO,Ciudades y aglomeraciones,650000000
2022,1,3,URBANO,Ciudades y aglomeraciones,800000000
2023,2,1,URBANO,Ciudades y aglomeraciones,700000000
2023,2,1,URBANO,Ciudades y aglomeraciones,700000000
2022,1,3,URBANO,Ciudades y aglomeraciones,800000000
2021,1,1,URBANO,Ciudades y aglomeraciones,910000000
2021,1,1,URBANO,Ciudades y aglomeraciones,910000000
2021,1,1,URBANO,Ciudades y aglomeraciones,910000000
2023,1,1,URBANO,Ciudades y aglomeraciones,41364000
2023,1,1,URBANO,Ciudades y aglomeraciones,41364000
2022,1,1,RURAL,Intermedio,12000000
2022,1,2,URBANO,Ciudades y aglomeraciones,19000000
2021,1,1,URBANO,Ciudades y aglomeraciones,775000000
2021,1,1,URBANO,Ciudades y aglomeraciones,775000000
2023,1,1,URBANO,Ciudades y aglomeraciones,30000000
2021,2,2,URBANO,Ciudades y aglomeraciones,770000000
2021,2,2,URBANO,Ciudades y aglomeraciones,770000000
2021,1,3,URBANO,Ciudades y aglomeraciones,900000000
2021,1,3,URBANO,Ciudades y aglomeraciones,900000000
2022,1,1,URBANO,Ciudades y aglomeraciones,805000000
2023,1,2,URBANO,Ciudades y aglomeraciones,950000000
2022,1,2,URBANO,Ciudades y aglomeraciones,750000000
2023,2,1,URBANO,Ciudades y aglomeraciones,1700000000
2023,2,1,URBANO,Ciudades y aglomeraciones,1700000000
2022,2,2,URBANO,Ciudades y aglomeraciones,950000000
2022,1,1,URBANO,Ciudades y aglomeraciones,805000000
2023,1,2,URBANO,Ciudades y aglomeraciones,950000000
2022,1,2,URBANO,Ciudades y aglomeraciones,750000000
2022,2,2,URBANO,Ciudades y aglomeraciones,780000000
2021,1,1,URBANO,Ciudades y aglomeraciones,910000000
2023,2,1,URBANO,Ciudades y aglomeraciones,700000000
2022,1,3,URBANO,Ciudades y aglomeraciones,800000000
2022,1,1,URBANO,Ciudades y aglomeraciones,630000000
2023,1,2,URBANO,Ciudades y aglomeraciones,650000000
2021,2,2,URBANO,Ciudades y aglomeraciones,770000000
2021,1,3,URBANO,Ciudades y aglomeraciones,900000000
2021,1,1,URBANO,Ciudades y aglomeraciones,775000000
2022,1,1,URBANO,Ciudades y aglomeraciones,25000000
2022,2,2,URBANO,Ciudades y aglomeraciones,950000000
2022,1,1,URBANO,Ciudades y aglomeraciones,805000000
2021,2,2,URBANO,Ciudades y aglomeraciones,770000000
2021,1,1,URBANO,Ciudades y aglomeraciones,775000000
2022,1,3,URBANO,Ciudades y aglomeraciones,800000000
2022,2,2,URBANO,Ciudades y aglomeraciones,780000000
2023,1,2,URBANO,Ciudades y aglomeraciones,650000000
2023,2,1,URBANO,Ciudades y aglomeraciones,700000000
2022,1,2,URBANO,Ciudades y aglomeraciones,750000000
2022,1,1,URBANO,Ciudades y aglomeraciones,630000000
2021,1,3,URBANO,Ciudades y aglomeraciones,900000000
2021,1,1,URBANO,Ciudades y aglomeraciones,910000000
2023,1,2,URBANO,Ciudades y aglomeraciones,950000000
2023,2,1,URBANO,Ciudades y aglomeraciones,1700000000
2023,1,1,URBANO,Ciudades y aglomeraciones,250000000
2022,1,1,URBANO,Ciudades y aglomeraciones,238622896
2022,1,1,URBANO,Ciudades y aglomeraciones,121414888
2023,2,2,URBANO,Ciudades y aglomeraciones,13200000
2023,1,2,URBANO,Ciudades y aglomeraciones,535000000
2023,1,2,URBANO,Ciudades y aglomeraciones,550000000
2023,1,2,URBANO,Ciudades y aglomeraciones,550000000
2023,1,1,URBANO,Ciudades y aglomeraciones,303000000
2023,1,1,URBANO,Ciudades y aglomeraciones,400000000
2023,1,1,URBANO,Ciudades y aglomeraciones,400000000
2023,1,1,URBANO,Ciudades y aglomeraciones,303000000
2023,1,2,URBANO,Ciudades y aglomeraciones,535000000
2023,1,1,URBANO,Ciudades y aglomeraciones,303000000
2023,1,2,URBANO,Ciudades y aglomeraciones,550000000
2023,1,1,URBANO,Ciudades y aglomeraciones,400000000
2023,1,2,URBANO,Ciudades y aglomeraciones,535000000
2021,2,2,URBANO,Ciudades y aglomeraciones,230000000
2021,1,1,URBANO,Ciudades y aglomeraciones,200000000
2023,1,1,URBANO,Ciudades y aglomeraciones,260000000
2023,1,1,URBANO,Ciudades y aglomeraciones,20000000
2021,2,2,URBANO,Ciudades y aglomeraciones,230000000
2023,1,1,URBANO,Ciudades y aglomeraciones,5000000.0
2022,1,2,URBANO,Ciudades y aglomeraciones,80000000
2021,1,1,URBANO,Ciudades y aglomeraciones,52000000
2021,1,1,URBANO,Ciudades y aglomeraciones,51000000
2022,1,1,URBANO,Ciudades y aglomeraciones,57000000
2023,1,1,URBANO,Ciudades y aglomeraciones,100000000
2023,1,1,URBANO,Ciudades y aglomeraciones,95000000
2023,1,1,URBANO,Ciudades y aglomeraciones,101000000
2022,1,1,URBANO,Ciudades y aglomeraciones,85000000
2023,1,1,URBANO,Ciudades y aglomeraciones,70000000
2022,1,1,URBANO,Ciudades y aglomeraciones,150000000
2022,1,1,URBANO,Ciudades y aglomeraciones,150000000
2022,1,1,URBANO,Ciudades y aglomeraciones,150000000
2023,1,1,URBANO,Ciudades y aglomeraciones,300000000
2022,4,1,URBANO,Ciudades y aglomeraciones,325000000
2021,1,2,URBANO,Ciudades y aglomeraciones,310000000
2023,2,1,URBANO,Ciudades y aglomeraciones,370000000
2022,2,1,URBANO,Ciudades y aglomeraciones,255000000
2022,1,2,URBANO,Ciudades y aglomeraciones,180000000
2022,2,1,URBANO,Ciudades y aglomeraciones,230000000
2022,1,1,URBANO,Ciudades y aglomeraciones,250000000
2022,2,3,URBANO,Ciudades y aglomeraciones,220000000
2023,1,1,URBANO,Ciudades y aglomeraciones,250000000
2021,1,1,URBANO,Ciudades y aglomeraciones,10000000
2021,1,2,URBANO,Ciudades y aglomeraciones,300000000
2023,1,1,URBANO,Ciudades y aglomeraciones,310000000
2022,1,1,URBANO,Ciudades y aglomeraciones,178000000
2021,1,2,URBANO,Ciudades y aglomeraciones,80000000
2022,1,2,URBANO,Ciudades y aglomeraciones,172000000
2022,1,1,URBANO,Ciudades y aglomeraciones,160000000
2022,1,2,URBANO,Ciudades y aglomeraciones,180000000
2023,1,1,URBANO,Ciudades y aglomeraciones,300000000
2022,1,1,URBANO,Ciudades y aglomeraciones,250000000
2021,1,2,URBANO,Ciudades y aglomeraciones,310000000
2023,2,1,URBANO,Ciudades y aglomeraciones,370000000
2022,4,1,URBANO,Ciudades y aglomeraciones,325000000
2023,1,1,URBANO,Ciudades y aglomeraciones,250000000
2022,1,1,URBANO,Ciudades y aglomeraciones,190692992
2022,1,2,URBANO,Ciudades y aglomeraciones,180000000
2023,1,1,URBANO,Ciudades y aglomeraciones,310000000
2021,1,2,URBANO,Ciudades y aglomeraciones,300000000
2022,2,3,URBANO,Ciudades y aglomeraciones,220000000
2022,2,1,URBANO,Ciudades y aglomeraciones,255000000
2022,2,1,URBANO,Ciudades y aglomeraciones,230000000
2022,1,1,URBANO,Ciudades y aglomeraciones,140000000
2023,1,1,URBANO,Ciudades y aglomeraciones,330000000
2023,1,1,URBANO,Ciudades y aglomeraciones,10953000
2022,2,1,URBANO,Ciudades y aglomeraciones,185000000
2023,1,1,URBANO,Ciudades y aglomeraciones,150000000
2023,1,1,URBANO,Ciudades y aglomeraciones,83426000
2022,1,1,URBANO,Ciudades y aglomeraciones,174000000
2022,1,1,URBANO,Ciudades y aglomeraciones,750136380
2022,2,2,URBANO,Ciudades y aglomeraciones,361000000
2021,2,2,URBANO,Ciudades y aglomeraciones,405000000
2022,2,2,URBANO,Ciudades y aglomeraciones,405000000
2022,2,1,URBANO,Ciudades y aglomeraciones,410000000
2022,1,1,URBANO,Ciudades y aglomeraciones,490000000
2023,1,1,URBANO,Ciudades y aglomeraciones,260000000
2022,1,1,URBANO,Ciudades y aglomeraciones,235000000
2023,2,1,URBANO,Ciudades y aglomeraciones,363000000
2021,2,2,URBANO,Ciudades y aglomeraciones,355000000
2021,2,1,URBANO,Ciudades y aglomeraciones,380000000
2023,1,1,URBANO,Ciudades y aglomeraciones,520000000
2022,1,1,URBANO,Ciudades y aglomeraciones,530000000
2022,1,1,URBANO,Ciudades y aglomeraciones,490000000
2022,1,1,URBANO,Ciudades y aglomeraciones,235000000
2023,1,1,URBANO,Ciudades y aglomeraciones,260000000
2021,2,1,URBANO,Ciudades y aglomeraciones,260000000
2023,1,1,URBANO,Ciudades y aglomeraciones,492500000
2023,1,1,URBANO,Ciudades y aglomeraciones,385000000
2023,2,1,URBANO,Ciudades y aglomeraciones,363000000
2023,2,2,URBANO,Ciudades y aglomeraciones,300000000
2021,1,1,URBANO,Ciudades y aglomeraciones,405000000
2023,1,2,URBANO,Ciudades y aglomeraciones,538000000
2021,2,2,URBANO,Ciudades y aglomeraciones,50000000
2023,1,2,URBANO,Ciudades y aglomeraciones,538000000
2023,2,2,URBANO,Ciudades y aglomeraciones,300000000
2023,1,1,URBANO,Ciudades y aglomeraciones,492500000
2023,1,1,URBANO,Ciudades y aglomeraciones,385000000
2023,2,1,URBANO,Ciudades y aglomeraciones,363000000
2022,1,1,URBANO,Ciudades y aglomeraciones,490000000
2021,1,1,URBANO,Ciudades y aglomeraciones,405000000
