year_radica,count_a,count_de,tipo_predio_zona,categoria_ruralidad_2024,valor
2022,1,1,URBANO,Ciudades y aglomeraciones,425000000
2021,1,1,URBANO,Ciudades y aglomeraciones,720000000
2021,2,2,URBANO,Ciudades y aglomeraciones,840000000
2023,2,2,URBANO,Ciudades y aglomeraciones,870000000
2022,2,2,URBANO,Ciudades y aglomeraciones,300000000
2022,2,1,URBANO,Ciudades y aglomeraciones,50000000
2022,1,1,URBANO,Ciudades y aglomeraciones,240000000
2023,1,1,URBANO,Ciudades y aglomeraciones,250000000
2022,1,1,URBANO,Ciudades y aglomeraciones,425000000
2021,1,1,URBANO,Ciudades y aglomeraciones,720000000
2022,1,1,URBANO,Ciudades y aglomeraciones,425000000
2021,1,1,URBANO,Ciudades y aglomeraciones,720000000
2023,2,2,URBANO,Ciudades y aglomeraciones,870000000
2021,2,2,URBANO,Ciudades y aglomeraciones,840000000
2021,1,1,URBANO,Ciudades y aglomeraciones,720000000
2021,2,2,URBANO,Ciudades y aglomeraciones,840000000
2023,2,2,URBANO,Ciudades y aglomeraciones,870000000
2022,2,1,URBANO,Ciudades y aglomeraciones,50000000
2022,1,1,URBANO,Ciudades y aglomeraciones,114287000
2023,1,1,URBANO,Ciudades y aglomeraciones,100000000
2022,1,2,URBANO,Ciudades y aglomeraciones,162000000
2021,2,1,URBANO,Ciudades y aglomeraciones,135000000
2022,2,1,URBANO,Ciudades y aglomeraciones,110000000
2021,1,2,URBANO,Ciudades y aglomeraciones,120000000
2023,1,1,URBANO,Ciudades y aglomeraciones,180000000
2023,1,1,URBANO,Ciudades y aglomeraciones,120000000
2023,1,1,URBANO,Ciudades y aglomeraciones,157000000
2021,1,1,URBANO,Ciudades y aglomeraciones,98000000
2021,1,1,URBANO,Ciudades y aglomeraciones,98000000
2021,1,1,URBANO,Ciudades y aglomeraciones,93000000
2021,1,2,URBANO,Ciudades y aglomeraciones,90000000
2022,1,1,URBANO,Ciudades y aglomeraciones,92803000
2023,4,2,URBANO,Ciudades y aglomeraciones,100000000
2021,1,1,URBANO,Ciudades y aglomeraciones,120000000
2023,1,11,URBANO,Ciudades y aglomeraciones,211000000
2021,1,10,URBANO,Ciudades y aglomeraciones,650000000
2023,1,1,URBANO,Ciudades y aglomeraciones,290000000
2023,1,1,URBANO,Ciudades y aglomeraciones,230692000
2021,1,2,URBANO,Ciudades y aglomeraciones,258000000
2022,1,2,URBANO,Ciudades y aglomeraciones,210000000
2023,3,2,URBANO,Ciudades y aglomeraciones,200000000
2021,1,1,URBANO,Ciudades y aglomeraciones,200000000
2021,2,2,URBANO,Ciudades y aglomeraciones,252000000
2023,1,1,URBANO,Ciudades y aglomeraciones,250000000
2023,1,1,URBANO,Ciudades y aglomeraciones,220000000
2022,2,1,URBANO,Ciudades y aglomeraciones,323000000
2021,2,1,URBANO,Ciudades y aglomeraciones,230000000
2022,1,1,URBANO,Ciudades y aglomeraciones,230000000
2022,2,2,URBANO,Ciudades y aglomeraciones,296000000
2023,2,1,URBANO,Ciudades y aglomeraciones,334000000
2022,2,2,URBANO,Ciudades y aglomeraciones,300000000
2023,1,2,URBANO,Ciudades y aglomeraciones,330000000
2021,1,1,URBANO,Ciudades y aglomeraciones,170000000
2022,1,1,URBANO,Ciudades y aglomeraciones,225000000
2021,1,1,URBANO,Ciudades y aglomeraciones,285000000
2023,1,1,URBANO,Ciudades y aglomeraciones,195000000
2022,1,1,URBANO,Ciudades y aglomeraciones,221160000
2021,1,2,URBANO,Ciudades y aglomeraciones,289000000
2022,1,1,URBANO,Ciudades y aglomeraciones,282000000
2023,2,1,URBANO,Ciudades y aglomeraciones,345000000
2022,1,1,URBANO,Ciudades y aglomeraciones,200000000
2023,1,1,URBANO,Ciudades y aglomeraciones,260000000
2022,1,1,URBANO,Ciudades y aglomeraciones,315000000
2023,1,1,URBANO,Ciudades y aglomeraciones,348000000
2022,1,1,URBANO,Ciudades y aglomeraciones,205000000
2021,1,2,URBANO,Ciudades y aglomeraciones,200000000
2021,1,1,URBANO,Ciudades y aglomeraciones,190000000
2022,1,1,URBANO,Ciudades y aglomeraciones,280000000
2023,1,1,URBANO,Ciudades y aglomeraciones,320000000
2022,2,2,URBANO,Ciudades y aglomeraciones,335000000
2022,1,1,URBANO,Ciudades y aglomeraciones,310000000
2023,2,1,URBANO,Ciudades y aglomeraciones,230000000
2022,1,2,URBANO,Ciudades y aglomeraciones,310000000
2023,2,1,URBANO,Ciudades y aglomeraciones,306000000
2022,3,2,URBANO,Ciudades y aglomeraciones,240000000
2021,1,1,URBANO,Ciudades y aglomeraciones,25000000
2022,1,1,URBANO,Ciudades y aglomeraciones,300000000
2023,1,2,URBANO,Ciudades y aglomeraciones,270000000
2023,1,2,URBANO,Ciudades y aglomeraciones,250000000
2023,1,1,URBANO,Ciudades y aglomeraciones,178100992
2022,1,1,URBANO,Ciudades y aglomeraciones,318000000
2021,1,1,URBANO,Ciudades y aglomeraciones,270000000
2022,1,1,URBANO,Ciudades y aglomeraciones,240000000
2022,2,1,URBANO,Ciudades y aglomeraciones,265000000
2022,1,2,URBANO,Ciudades y aglomeraciones,210000000
2021,1,1,URBANO,Ciudades y aglomeraciones,200000000
2021,2,1,URBANO,Ciudades y aglomeraciones,230000000
2023,1,1,URBANO,Ciudades y aglomeraciones,195000000
2022,1,1,URBANO,Ciudades y aglomeraciones,318000000
2022,1,1,URBANO,Ciudades y aglomeraciones,240000000
2022,2,2,URBANO,Ciudades y aglomeraciones,296000000
2022,1,1,URBANO,Ciudades y aglomeraciones,318000000
2023,1,2,URBANO,Ciudades y aglomeraciones,330000000
2022,1,2,URBANO,Ciudades y aglomeraciones,310000000
2021,1,2,URBANO,Ciudades y aglomeraciones,258000000
2022,1,1,URBANO,Ciudades y aglomeraciones,230000000
2023,2,1,URBANO,Ciudades y aglomeraciones,334000000
2023,1,2,URBANO,Ciudades y aglomeraciones,250000000
2021,1,1,URBANO,Ciudades y aglomeraciones,270000000
2023,2,1,URBANO,Ciudades y aglomeraciones,345000000
2022,1,1,URBANO,Ciudades y aglomeraciones,200000000
2023,2,1,URBANO,Ciudades y aglomeraciones,230000000
2023,1,2,URBANO,Ciudades y aglomeraciones,270000000
2021,1,1,URBANO,Ciudades y aglomeraciones,270000000
2022,1,1,URBANO,Ciudades y aglomeraciones,315000000
2023,1,1,URBANO,Ciudades y aglomeraciones,348000000
2023,1,1,URBANO,Ciudades y aglomeraciones,260000000
2022,2,2,URBANO,Ciudades y aglomeraciones,300000000
2022,1,1,URBANO,Ciudades y aglomeraciones,15696866
2023,1,1,URBANO,Ciudades y aglomeraciones,178100992
2022,3,2,URBANO,Ciudades y aglomeraciones,240000000
2021,1,1,URBANO,Ciudades y aglomeraciones,170000000
2022,1,2,URBANO,Ciudades y aglomeraciones,210000000
2023,2,1,URBANO,Ciudades y aglomeraciones,306000000
2022,1,1,URBANO,Ciudades y aglomeraciones,310000000
2023,3,2,URBANO,Ciudades y aglomeraciones,200000000
2021,1,1,URBANO,Ciudades y aglomeraciones,200000000
2021,1,2,URBANO,Ciudades y aglomeraciones,200000000
2023,1,1,URBANO,Ciudades y aglomeraciones,230692000
2023,1,1,URBANO,Ciudades y aglomeraciones,250000000
2022,1,1,URBANO,Ciudades y aglomeraciones,280000000
2023,1,1,URBANO,Ciudades y aglomeraciones,320000000
2022,2,1,URBANO,Ciudades y aglomeraciones,265000000
2021,1,1,URBANO,Ciudades y aglomeraciones,285000000
2023,1,1,URBANO,Ciudades y aglomeraciones,290000000
2022,3,1,URBANO,Ciudades y aglomeraciones,205000000
2021,1,1,URBANO,Ciudades y aglomeraciones,190000000
2022,1,1,URBANO,Ciudades y aglomeraciones,221160000
2021,2,2,URBANO,Ciudades y aglomeraciones,252000000
2022,2,1,URBANO,Ciudades y aglomeraciones,323000000
2023,1,1,URBANO,Ciudades y aglomeraciones,195000000
2021,1,2,URBANO,Ciudades y aglomeraciones,289000000
2023,1,1,URBANO,Ciudades y aglomeraciones,220000000
2022,1,1,URBANO,Ciudades y aglomeraciones,240000000
2022,1,1,URBANO,Ciudades y aglomeraciones,225000000
2022,1,1,URBANO,Ciudades y aglomeraciones,300000000
2022,1,1,URBANO,Ciudades y aglomeraciones,282000000
2022,2,2,URBANO,Ciudades y aglomeraciones,335000000
2022,1,1,URBANO,Ciudades y aglomeraciones,205000000
2021,2,1,URBANO,Ciudades y aglomeraciones,230000000
2021,1,1,URBANO,Ciudades y aglomeraciones,186500000
2021,1,2,URBANO,Ciudades y aglomeraciones,100000000
2022,1,1,URBANO,Ciudades y aglomeraciones,160000000
2023,1,1,URBANO,Ciudades y aglomeraciones,195000000
2021,1,1,URBANO,Ciudades y aglomeraciones,184000000
2022,2,1,URBANO,Ciudades y aglomeraciones,180000000
2022,1,1,URBANO,Ciudades y aglomeraciones,200000000
2021,1,1,URBANO,Ciudades y aglomeraciones,100000000
2021,1,1,URBANO,Ciudades y aglomeraciones,180000000
2022,1,2,URBANO,Ciudades y aglomeraciones,150000000
2023,1,1,URBANO,Ciudades y aglomeraciones,125000000
2022,1,1,URBANO,Ciudades y aglomeraciones,200000000
2022,1,2,URBANO,Ciudades y aglomeraciones,119000000
2023,1,1,URBANO,Ciudades y aglomeraciones,198512992
2022,1,1,URBANO,Ciudades y aglomeraciones,150000000
2023,1,1,URBANO,Ciudades y aglomeraciones,200000000
2023,2,2,URBANO,Ciudades y aglomeraciones,100000000
2023,1,1,URBANO,Ciudades y aglomeraciones,170000000
2022,3,3,URBANO,Ciudades y aglomeraciones,300000000
2022,1,1,URBANO,Ciudades y aglomeraciones,84000000
2022,1,1,URBANO,Ciudades y aglomeraciones,20000000
2023,3,1,URBANO,Ciudades y aglomeraciones,185000000
2022,1,3,URBANO,Ciudades y aglomeraciones,350000000
2022,2,1,URBANO,Ciudades y aglomeraciones,290000000
2023,1,2,URBANO,Ciudades y aglomeraciones,230000000
2022,1,3,URBANO,Ciudades y aglomeraciones,350000000
2022,2,2,URBANO,Ciudades y aglomeraciones,438000000
2022,2,1,URBANO,Ciudades y aglomeraciones,290000000
2023,1,1,URBANO,Ciudades y aglomeraciones,65000000
2022,1,1,URBANO,Ciudades y aglomeraciones,180000000
2022,1,1,URBANO,Ciudades y aglomeraciones,25000000
2022,1,1,URBANO,Ciudades y aglomeraciones,125000000
2022,1,1,URBANO,Ciudades y aglomeraciones,90000000
2023,1,2,URBANO,Ciudades y aglomeraciones,350000000
2023,3,1,URBANO,Ciudades y aglomeraciones,40161000
2023,3,1,URBANO,Ciudades y aglomeraciones,40161000
2023,3,1,URBANO,Ciudades y aglomeraciones,40161000
2023,1,2,URBANO,Ciudades y aglomeraciones,350000000
2023,1,1,URBANO,Ciudades y aglomeraciones,100000000
2023,1,1,URBANO,Ciudades y aglomeraciones,117699776
2023,2,10,URBANO,Ciudades y aglomeraciones,135000000
2022,1,5,URBANO,Ciudades y aglomeraciones,250000000
2021,1,2,URBANO,Ciudades y aglomeraciones,126000000
2022,1,2,URBANO,Ciudades y aglomeraciones,66000000
2022,1,1,URBANO,Ciudades y aglomeraciones,70000000
2023,1,2,URBANO,Ciudades y aglomeraciones,150000000
2022,1,2,URBANO,Ciudades y aglomeraciones,70000000
2022,1,2,URBANO,Ciudades y aglomeraciones,56000000
2021,1,1,URBANO,Ciudades y aglomeraciones,125000000
2021,2,1,URBANO,Ciudades y aglomeraciones,70000000
2022,2,2,URBANO,Ciudades y aglomeraciones,148000000
2021,1,1,URBANO,Ciudades y aglomeraciones,70000000
2021,1,2,URBANO,Ciudades y aglomeraciones,230000000
2021,3,1,URBANO,Ciudades y aglomeraciones,360000000
2021,2,2,URBANO,Ciudades y aglomeraciones,396000000
2022,1,1,URBANO,Ciudades y aglomeraciones,315000000
2022,1,2,URBANO,Ciudades y aglomeraciones,450000000
2023,2,2,URBANO,Ciudades y aglomeraciones,340000000
2021,1,1,URBANO,Ciudades y aglomeraciones,391500000
2023,2,1,URBANO,Ciudades y aglomeraciones,500000000
2021,1,1,URBANO,Ciudades y aglomeraciones,391500000
2023,2,1,URBANO,Ciudades y aglomeraciones,500000000
2022,2,2,URBANO,Ciudades y aglomeraciones,250000000
2023,2,2,URBANO,Ciudades y aglomeraciones,340000000
2022,1,2,URBANO,Ciudades y aglomeraciones,450000000
2022,1,2,URBANO,Ciudades y aglomeraciones,450000000
2021,2,2,URBANO,Ciudades y aglomeraciones,396000000
2021,1,1,URBANO,Ciudades y aglomeraciones,216000000
2021,3,1,URBANO,Ciudades y aglomeraciones,360000000
2022,1,1,URBANO,Ciudades y aglomeraciones,20000000
2021,1,2,URBANO,Ciudades y aglomeraciones,230000000
2022,1,1,URBANO,Ciudades y aglomeraciones,315000000
2023,2,2,URBANO,Ciudades y aglomeraciones,355000000
2021,1,1,URBANO,Ciudades y aglomeraciones,240000000
2022,1,1,URBANO,Ciudades y aglomeraciones,350000000
2021,1,1,URBANO,Ciudades y aglomeraciones,240000000
2023,2,2,URBANO,Ciudades y aglomeraciones,355000000
2022,1,1,URBANO,Ciudades y aglomeraciones,350000000
2021,1,1,URBANO,Ciudades y aglomeraciones,240000000
2023,1,2,URBANO,Ciudades y aglomeraciones,250000000
2022,1,1,URBANO,Ciudades y aglomeraciones,300000000
2022,1,1,URBANO,Ciudades y aglomeraciones,300000000
2023,1,2,URBANO,Ciudades y aglomeraciones,250000000
2023,2,2,URBANO,Ciudades y aglomeraciones,275000000
2023,1,1,URBANO,Ciudades y aglomeraciones,161000000
2023,1,1,URBANO,Ciudades y aglomeraciones,146000000
2021,1,1,URBANO,Ciudades y aglomeraciones,50000000
2023,1,1,URBANO,Ciudades y aglomeraciones,94000000
2022,2,1,URBANO,Ciudades y aglomeraciones,153000000
2021,1,1,URBANO,Ciudades y aglomeraciones,50000000
2022,1,1,URBANO,Ciudades y aglomeraciones,390624096
2022,2,1,URBANO,Ciudades y aglomeraciones,490000000
2022,2,1,URBANO,Ciudades y aglomeraciones,300000000
2022,2,1,URBANO,Ciudades y aglomeraciones,300000000
2022,1,1,URBANO,Ciudades y aglomeraciones,390624096
2022,2,1,URBANO,Ciudades y aglomeraciones,490000000
2021,1,2,URBANO,Ciudades y aglomeraciones,230000000
2022,1,2,URBANO,Ciudades y aglomeraciones,500000000
2022,1,2,URBANO,Ciudades y aglomeraciones,182000000
2023,1,1,URBANO,Ciudades y aglomeraciones,2331249920
2022,1,1,URBANO,Ciudades y aglomeraciones,235000000
2021,1,1,URBANO,Ciudades y aglomeraciones,1250000.0
2021,1,1,URBANO,Ciudades y aglomeraciones,1250000.0
2022,1,2,URBANO,Ciudades y aglomeraciones,12000000
2021,1,1,URBANO,Ciudades y aglomeraciones,1250000.0
2021,1,1,URBANO,Ciudades y aglomeraciones,1250000.0
2022,1,1,URBANO,Ciudades y aglomeraciones,235000000
2021,1,1,URBANO,Ciudades y aglomeraciones,1250000.0
2021,1,1,URBANO,Ciudades y aglomeraciones,1250000.0
2022,1,1,URBANO,Ciudades y aglomeraciones,1080321020
2022,1,1,URBANO,Ciudades y aglomeraciones,1080321020
2022,1,1,URBANO,Ciudades y aglomeraciones,513000000
2021,1,1,URBANO,Ciudades y aglomeraciones,280000000
2021,1,1,URBANO,Ciudades y aglomeraciones,395000000
2021,1,1,URBANO,Ciudades y aglomeraciones,325000000
2023,1,2,URBANO,Ciudades y aglomeraciones,360000000
2023,1,2,URBANO,Ciudades y aglomeraciones,165000000
2022,1,3,URBANO,Ciudades y aglomeraciones,385000000
2023,1,1,URBANO,Ciudades y aglomeraciones,463000000
2021,1,1,URBANO,Ciudades y aglomeraciones,250000000
2022,1,2,URBANO,Ciudades y aglomeraciones,325000000
2023,2,2,URBANO,Ciudades y aglomeraciones,550000000
2022,1,1,URBANO,Ciudades y aglomeraciones,300000000
2021,1,2,URBANO,Ciudades y aglomeraciones,250000000
2022,1,1,URBANO,Ciudades y aglomeraciones,242578000
2021,1,3,URBANO,Ciudades y aglomeraciones,325000000
2021,2,1,URBANO,Ciudades y aglomeraciones,350000000
2021,2,1,URBANO,Ciudades y aglomeraciones,350000000
2022,1,1,URBANO,Ciudades y aglomeraciones,513000000
2022,1,1,URBANO,Ciudades y aglomeraciones,513000000
2022,1,1,URBANO,Ciudades y aglomeraciones,282500000
2022,1,3,URBANO,Ciudades y aglomeraciones,385000000
2021,1,1,URBANO,Ciudades y aglomeraciones,280000000
2023,2,2,URBANO,Ciudades y aglomeraciones,463000000
2021,1,3,URBANO,Ciudades y aglomeraciones,325000000
2021,1,2,URBANO,Ciudades y aglomeraciones,250000000
2022,1,1,URBANO,Ciudades y aglomeraciones,242578000
2021,1,1,URBANO,Ciudades y aglomeraciones,250000000
2022,1,1,URBANO,Ciudades y aglomeraciones,300000000
2023,1,2,URBANO,Ciudades y aglomeraciones,165000000
2022,1,2,URBANO,Ciudades y aglomeraciones,325000000
2023,1,1,URBANO,Ciudades y aglomeraciones,887000000
2023,1,1,URBANO,Ciudades y aglomeraciones,887000000
2023,1,1,URBANO,Ciudades y aglomeraciones,887000000
2023,2,1,URBANO,Ciudades y aglomeraciones,297500000
2021,1,1,URBANO,Ciudades y aglomeraciones,325000000
2023,1,2,URBANO,Ciudades y aglomeraciones,360000000
2023,2,2,URBANO,Ciudades y aglomeraciones,550000000
2021,1,1,URBANO,Ciudades y aglomeraciones,395000000
2023,1,2,URBANO,Ciudades y aglomeraciones,2400000000
2022,1,1,URBANO,Ciudades y aglomeraciones,242578000
2023,2,2,URBANO,Ciudades y aglomeraciones,550000000
2022,1,2,URBANO,Ciudades y aglomeraciones,325000000
2021,1,1,URBANO,Ciudades y aglomeraciones,8330000.0
2021,1,1,URBANO,Ciudades y aglomeraciones,325000000
2023,1,1,URBANO,Ciudades y aglomeraciones,887000000
2023,2,1,URBANO,Ciudades y aglomeraciones,297500000
2022,1,1,URBANO,Ciudades y aglomeraciones,282500000
2023,1,2,URBANO,Ciudades y aglomeraciones,2400000000
2023,1,2,URBANO,Ciudades y aglomeraciones,80000000
2021,1,1,URBANO,Ciudades y aglomeraciones,20000000
2022,1,1,URBANO,Ciudades y aglomeraciones,20000000
2023,1,1,URBANO,Ciudades y aglomeraciones,160000000
2023,1,1,URBANO,Ciudades y aglomeraciones,300000000
2022,1,1,URBANO,Ciudades y aglomeraciones,170000000
2023,2,2,URBANO,Ciudades y aglomeraciones,170000000
2022,1,1,URBANO,Ciudades y aglomeraciones,170000000
2023,2,2,URBANO,Ciudades y aglomeraciones,170000000
2022,1,1,URBANO,Ciudades y aglomeraciones,170000000
2023,2,2,URBANO,Ciudades y aglomeraciones,170000000
2022,1,1,URBANO,Ciudades y aglomeraciones,170000000
2023,2,2,URBANO,Ciudades y aglomeraciones,170000000
2022,1,1,URBANO,Ciudades y aglomeraciones,170000000
2023,2,2,URBANO,Ciudades y aglomeraciones,170000000
2022,1,1,URBANO,Ciudades y aglomeraciones,185000000
2022,1,1,URBANO,Ciudades y aglomeraciones,185000000
2023,2,1,URBANO,Ciudades y aglomeraciones,74200000
2023,1,1,URBANO,Ciudades y aglomeraciones,19079224
2023,1,1,URBANO,Ciudades y aglomeraciones,500000000
2023,1,2,URBANO,Ciudades y aglomeraciones,350000000
2022,1,1,URBANO,Ciudades y aglomeraciones,300000000
2022,1,1,URBANO,Ciudades y aglomeraciones,330000000
2021,1,1,URBANO,Ciudades y aglomeraciones,380000000
2021,1,2,URBANO,Ciudades y aglomeraciones,550000000
2022,1,1,URBANO,Ciudades y aglomeraciones,302905984
2023,1,2,URBANO,Ciudades y aglomeraciones,590000000
2021,1,2,URBANO,Ciudades y aglomeraciones,550000000
2023,1,1,URBANO,Ciudades y aglomeraciones,19079224
2023,1,1,URBANO,Ciudades y aglomeraciones,35000000
2022,1,1,URBANO,Ciudades y aglomeraciones,302905984
2022,1,1,URBANO,Ciudades y aglomeraciones,300000000
2023,1,2,URBANO,Ciudades y aglomeraciones,350000000
2023,1,2,URBANO,Ciudades y aglomeraciones,590000000
2022,1,1,URBANO,Ciudades y aglomeraciones,330000000
2023,1,1,URBANO,Ciudades y aglomeraciones,500000000
2023,1,2,URBANO,Ciudades y aglomeraciones,350000000
2022,1,2,URBANO,Ciudades y aglomeraciones,15000000
2023,1,1,URBANO,Ciudades y aglomeraciones,16621000
2021,1,2,URBANO,Ciudades y aglomeraciones,550000000
2023,1,1,URBANO,Ciudades y aglomeraciones,16621000
2022,1,1,URBANO,Ciudades y aglomeraciones,302905984
2023,1,1,URBANO,Ciudades y aglomeraciones,35000000
2023,1,1,URBANO,Ciudades y aglomeraciones,19079224
2022,1,1,URBANO,Ciudades y aglomeraciones,330000000
2023,1,2,URBANO,Ciudades y aglomeraciones,590000000
2022,1,1,URBANO,Ciudades y aglomeraciones,300000000
2022,1,1,URBANO,Ciudades y aglomeraciones,11600000
2021,1,1,URBANO,Ciudades y aglomeraciones,83000000
2021,1,1,URBANO,Ciudades y aglomeraciones,20000000
2023,1,2,URBANO,Ciudades y aglomeraciones,15000000
2023,1,2,URBANO,Ciudades y aglomeraciones,15000000
2023,1,1,URBANO,Ciudades y aglomeraciones,20000000
2022,1,1,URBANO,Ciudades y aglomeraciones,550000000
2022,1,1,URBANO,Ciudades y aglomeraciones,750000000
2022,1,2,URBANO,Ciudades y aglomeraciones,20700000
2022,1,1,URBANO,Ciudades y aglomeraciones,10000000
2021,1,1,URBANO,Ciudades y aglomeraciones,83000000
2021,1,1,URBANO,Ciudades y aglomeraciones,83000000
2022,1,1,URBANO,Ciudades y aglomeraciones,980000000
2022,1,1,URBANO,Ciudades y aglomeraciones,750000000
2022,1,1,URBANO,Ciudades y aglomeraciones,550000000
2022,1,2,URBANO,Ciudades y aglomeraciones,600000000
2023,1,2,URBANO,Ciudades y aglomeraciones,570000000
2023,1,2,URBANO,Ciudades y aglomeraciones,600000000
2023,1,1,URBANO,Ciudades y aglomeraciones,814000000
2021,1,1,URBANO,Ciudades y aglomeraciones,300000000
2023,1,1,URBANO,Ciudades y aglomeraciones,1100000.0
2023,1,4,URBANO,Ciudades y aglomeraciones,350000000
2023,3,1,URBANO,Ciudades y aglomeraciones,460000000
2022,1,1,URBANO,Ciudades y aglomeraciones,400000000
2021,1,2,URBANO,Ciudades y aglomeraciones,395000000
2023,1,1,URBANO,Ciudades y aglomeraciones,350000000
2022,2,1,URBANO,Ciudades y aglomeraciones,275000000
2023,1,1,URBANO,Ciudades y aglomeraciones,392000000
2022,2,1,URBANO,Ciudades y aglomeraciones,380000000
2021,1,1,URBANO,Ciudades y aglomeraciones,250000000
2022,1,1,URBANO,Ciudades y aglomeraciones,450000000
2022,1,1,URBANO,Ciudades y aglomeraciones,477000000
2021,1,1,URBANO,Ciudades y aglomeraciones,500000000
2022,1,1,URBANO,Ciudades y aglomeraciones,309120000
2023,1,1,URBANO,Ciudades y aglomeraciones,330000000
2023,1,3,URBANO,Ciudades y aglomeraciones,515000000
2021,1,1,URBANO,Ciudades y aglomeraciones,340000000
2022,1,1,URBANO,Ciudades y aglomeraciones,154000000
2022,1,1,URBANO,Ciudades y aglomeraciones,280000000
2022,1,1,URBANO,Ciudades y aglomeraciones,518000000
2023,1,1,URBANO,Ciudades y aglomeraciones,365000000
2021,1,1,URBANO,Ciudades y aglomeraciones,335000000
2021,1,2,URBANO,Ciudades y aglomeraciones,360000000
2022,1,1,URBANO,Ciudades y aglomeraciones,400000000
2023,1,1,URBANO,Ciudades y aglomeraciones,540540030
2021,1,1,URBANO,Ciudades y aglomeraciones,250000000
2022,1,1,URBANO,Ciudades y aglomeraciones,450000000
2022,2,1,URBANO,Ciudades y aglomeraciones,330000000
2022,1,1,URBANO,Ciudades y aglomeraciones,477000000
2022,2,1,URBANO,Ciudades y aglomeraciones,380000000
2022,2,1,URBANO,Ciudades y aglomeraciones,275000000
2023,1,1,URBANO,Ciudades y aglomeraciones,350000000
2022,2,1,URBANO,Ciudades y aglomeraciones,275000000
2023,1,1,URBANO,Ciudades y aglomeraciones,400000000
2023,1,4,URBANO,Ciudades y aglomeraciones,350000000
2023,1,1,URBANO,Ciudades y aglomeraciones,365000000
2021,1,1,URBANO,Ciudades y aglomeraciones,335000000
2022,1,1,URBANO,Ciudades y aglomeraciones,280000000
2021,1,1,URBANO,Ciudades y aglomeraciones,300000000
2022,1,1,URBANO,Ciudades y aglomeraciones,309120000
2023,1,1,URBANO,Ciudades y aglomeraciones,330000000
2022,1,1,URBANO,Ciudades y aglomeraciones,154000000
2023,1,1,URBANO,Ciudades y aglomeraciones,392000000
2023,1,3,URBANO,Ciudades y aglomeraciones,515000000
2021,1,1,URBANO,Ciudades y aglomeraciones,500000000
2022,3,6,URBANO,Ciudades y aglomeraciones,300000000
2023,1,1,URBANO,Ciudades y aglomeraciones,1100000.0
2021,1,2,URBANO,Ciudades y aglomeraciones,360000000
2023,1,3,URBANO,Ciudades y aglomeraciones,515000000
2022,1,1,URBANO,Ciudades y aglomeraciones,309120000
2023,1,1,URBANO,Ciudades y aglomeraciones,330000000
2022,1,1,URBANO,Ciudades y aglomeraciones,518000000
2023,1,1,URBANO,Ciudades y aglomeraciones,392000000
2021,1,1,URBANO,Ciudades y aglomeraciones,340000000
2021,1,1,URBANO,Ciudades y aglomeraciones,335000000
2023,1,1,URBANO,Ciudades y aglomeraciones,365000000
2022,1,1,URBANO,Ciudades y aglomeraciones,400000000
2021,1,1,URBANO,Ciudades y aglomeraciones,300000000
2021,1,1,URBANO,Ciudades y aglomeraciones,500000000
2021,1,2,URBANO,Ciudades y aglomeraciones,395000000
2023,1,1,URBANO,Ciudades y aglomeraciones,540540030
2022,1,1,URBANO,Ciudades y aglomeraciones,154000000
2022,1,1,URBANO,Ciudades y aglomeraciones,280000000
2023,1,4,URBANO,Ciudades y aglomeraciones,350000000
2023,3,1,URBANO,Ciudades y aglomeraciones,460000000
2023,1,1,URBANO,Ciudades y aglomeraciones,1100000.0
2022,1,1,URBANO,Ciudades y aglomeraciones,400000000
2021,1,1,URBANO,Ciudades y aglomeraciones,95000000
2023,1,1,URBANO,Ciudades y aglomeraciones,90000000
2022,1,1,URBANO,Ciudades y aglomeraciones,470000000
2022,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2022,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2022,1,1,URBANO,Ciudades y aglomeraciones,23000000
2021,2,1,URBANO,Ciudades y aglomeraciones,50000000
2023,2,2,URBANO,Ciudades y aglomeraciones,700000000
2023,1,1,URBANO,Ciudades y aglomeraciones,400000000
2021,2,1,URBANO,Ciudades y aglomeraciones,50000000
2023,2,2,URBANO,Ciudades y aglomeraciones,700000000
2023,1,1,URBANO,Ciudades y aglomeraciones,400000000
2021,2,2,URBANO,Ciudades y aglomeraciones,450000000
2023,2,2,URBANO,Ciudades y aglomeraciones,700000000
2023,1,1,URBANO,Ciudades y aglomeraciones,400000000
2022,1,1,URBANO,Ciudades y aglomeraciones,3000000000
2022,1,1,URBANO,Ciudades y aglomeraciones,470000000
2023,1,11,URBANO,Ciudades y aglomeraciones,470000000
2021,1,7,URBANO,Ciudades y aglomeraciones,290000000
2023,2,2,URBANO,Ciudades y aglomeraciones,1117646980
2023,4,2,URBANO,Ciudades y aglomeraciones,10000000
2021,1,1,URBANO,Ciudades y aglomeraciones,80000000
2022,1,1,URBANO,Ciudades y aglomeraciones,153000000
2022,1,1,URBANO,Ciudades y aglomeraciones,73000000
2023,3,1,URBANO,Ciudades y aglomeraciones,366236992
2022,2,1,URBANO,Ciudades y aglomeraciones,375000000
2021,1,1,URBANO,Ciudades y aglomeraciones,280000000
2023,2,1,URBANO,Ciudades y aglomeraciones,300000000
2021,1,1,URBANO,Ciudades y aglomeraciones,185000000
2022,3,2,URBANO,Ciudades y aglomeraciones,375000000
2023,1,1,URBANO,Ciudades y aglomeraciones,235000000
